"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 5:23:56 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER ecospace/>"
EcospaceScenario,spa_01
MapRows,53
MapCols,131
MapCellLength,14.84601
MapCellSize,0.1335878
MapLatitude,31.00668
MapLongitude,-98
NoActiveCells,5258
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production","ChlA (depth integrated)"
"Layer 1 Surface temp","Temperature - surface"
"Layer 2 Bottom temp","Temperature - bottom"
"Layer 3 PP","ChlA (depth integrated)"
"Layer 4 Average temp","Salinity - average"
"Layer 5 Salinity","Salinity - average"
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",494806.705026413
"Number of cells",2245

TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
357,0.02442882,0.001079043,0.001348437,0.03494788,0.03006557,0.1823064,0.00935243,0.002228893,0.05266086,0.002099436,0.01717301,0.003163222,0.0002306722,0.02102311,0.009518429,0.0008139833,0.001312222,0.03813876,0.001126832,0.023891,7.047626E-05,0.03214561,0.0001334744,0.02211453,0.06983358,0.00252491,0.002477867,0.000253275,0.00181414,3.65646E-05,0.001216362,0.0004858681,0.0001932827,0.01834175,0.0002112179,0.002415554,0.0005596743,3.915185E-06,2.454236E-05,0.00165422,0.05882428,0.008905112,0.3559918,0.002336209,0.01320693,0.0009919956,0.01391158,0.009274009,8.636095,0.0001246754,0.02084255,0.1235682,1.651761,0.1163981,0.0001747612,0.0002197061,0.01087122,0.2573269,0.3999529,0.08916283,0.03579773,0.05146508,0.0396071,0.02540484,0.0001693331,1.644493,0.01126189,0.004170687,0.02452074,0.06669447,17.39165,1.255481,6.817374,7.186606,14.92154,3.179404,12.46452,28.33362
358,0.02440909,0.001078151,0.001348206,0.03489399,0.03006122,0.1823692,0.009355113,0.00222942,0.05266922,0.002105539,0.0172401,0.003167612,0.0002302541,0.02108296,0.009370461,0.0008113694,0.001323741,0.03792185,0.001126866,0.02451204,7.054779E-05,0.03230764,0.0001384861,0.02207927,0.06974687,0.002691181,0.002488858,0.0002578975,0.00185618,3.688669E-05,0.001222046,0.0004840153,0.0001925786,0.01963674,0.0002047402,0.002395021,0.0005679772,3.952784E-06,2.445223E-05,0.001632965,0.05767938,0.008913005,0.3593136,0.002307554,0.01319555,0.0009763035,0.01348126,0.009095511,8.584484,0.0001254512,0.02085195,0.1242693,1.671446,0.1182094,0.0001752307,0.0002139255,0.01066241,0.2402306,0.4457658,0.1030361,0.03804467,0.05474729,0.04110496,0.02555351,0.0001655711,1.693263,0.01334795,0.005452171,0.02977616,0.06832725,18.31912,1.457672,7.866724,7.446554,14.46863,2.79344,11.32266,27.12238
359,0.02438837,0.001077445,0.001349062,0.03484532,0.03005122,0.1823608,0.009358694,0.002230181,0.05268257,0.002111822,0.01727234,0.003172748,0.0002294591,0.02114597,0.009231409,0.00080986,0.001345354,0.0390216,0.001127429,0.02519592,7.417352E-05,0.03251886,0.0001439106,0.02200286,0.06963846,0.002849543,0.002511841,0.000256007,0.001908507,3.704874E-05,0.001228941,0.0004961112,0.0001919414,0.0205151,0.0001900604,0.002340437,0.0005389946,4.00877E-06,2.436274E-05,0.001613788,0.05654818,0.009763013,0.3609977,0.002278954,0.01319186,0.0009578785,0.01310372,0.008914106,8.658331,0.0001265355,0.02085049,0.1248032,1.68595,0.1209628,0.0001763857,0.0002189842,0.01046199,0.2135178,0.4717154,0.1127571,0.03915566,0.05634012,0.04605906,0.02698395,0.0001620041,1.772649,0.01344954,0.006292249,0.03771586,0.06982344,19.0826,1.733678,8.301152,7.296192,12.61323,2.669521,9.234642,25.24507
360,0.02436897,0.001076962,0.001350679,0.03481245,0.03004212,0.1822502,0.009361041,0.002230937,0.05269524,0.002118253,0.01727168,0.00317976,0.0002286281,0.02121121,0.009098306,0.000808973,0.00136979,0.03927575,0.001129041,0.02479141,8.663964E-05,0.03302729,0.0001639326,0.02266886,0.06958111,0.002733246,0.002509384,0.0002536307,0.001895028,3.769081E-05,0.001235747,0.0004999848,0.0001916604,0.01968635,0.0002141475,0.002326281,0.0005380666,4.074016E-06,2.432439E-05,0.001607749,0.05589788,0.01072528,0.3616675,0.002259689,0.01321355,0.0009518535,0.01310171,0.008849695,8.747355,0.0001275616,0.02085437,0.1250697,1.695452,0.1223939,0.0001777897,0.0002287919,0.01045946,0.183979,0.4789424,0.1178886,0.03968586,0.05616352,0.04844278,0.02772091,0.0001620659,1.901327,0.01183472,0.005915972,0.04180789,0.07117753,19.68967,1.82715,7.880297,6.948647,10.11166,3.018497,7.001402,21.67294
361,0.02435698,0.001076721,0.001352703,0.03480724,0.03003834,0.1822203,0.009363336,0.00223612,0.05271739,0.002124846,0.01734426,0.003194318,0.0002291167,0.02131778,0.008939906,0.0008102063,0.001403905,0.03873936,0.001138264,0.02357438,9.493299E-05,0.03412526,0.0001870623,0.02330715,0.0696334,0.00241741,0.002481878,0.0002451304,0.001817777,3.826664E-05,0.001244163,0.0004958287,0.0001922612,0.01825162,0.0002598443,0.002499279,0.0005591935,4.138593E-06,2.441418E-05,0.001611278,0.05579666,0.01074701,0.3621017,0.002254214,0.01323813,0.0009600266,0.01344794,0.008873785,8.706666,0.0001281599,0.02092059,0.1255266,1.701617,0.1210521,0.0001791647,0.0002404636,0.01064456,0.156612,0.4603243,0.1174328,0.03926184,0.05372974,0.04669532,0.02734306,0.0001617145,2.056894,0.009615905,0.004604893,0.03828757,0.07277279,20.30799,1.682502,6.741196,6.607044,8.389416,4.049227,5.719418,17.34858
362,0.02434686,0.001076732,0.001354815,0.0348241,0.03003688,0.1821355,0.009364747,0.00224155,0.0527384,0.002131622,0.01742457,0.003211723,0.0002300986,0.02143621,0.008780613,0.0008109411,0.001440506,0.03796103,0.001148712,0.02222588,9.946886E-05,0.03505382,0.000202139,0.02398901,0.06972667,0.00214134,0.002433118,0.0002319398,0.001733531,3.882432E-05,0.001251523,0.0004889909,0.0001932702,0.01680696,0.0003060873,0.00268008,0.000592633,4.187609E-06,2.460993E-05,0.001623866,0.0560914,0.01080986,0.3626726,0.002256277,0.01325948,0.0009758305,0.01393977,0.008989243,8.649047,0.0001279562,0.02100257,0.1256763,1.699225,0.1186121,0.00018035,0.0002525559,0.01087982,0.1398463,0.4270948,0.1103841,0.03843937,0.04987587,0.04361456,0.02663789,0.0001626317,2.164411,0.007571067,0.00351116,0.03307941,0.07381052,20.54603,1.487488,5.380445,6.105616,7.281276,5.601614,5.047715,14.45744
363,0.0243339,0.001076972,0.001356704,0.03485082,0.03003553,0.1819671,0.009365919,0.00224637,0.0527581,0.002138514,0.01749883,0.003229481,0.0002312404,0.02155653,0.008643266,0.0008113579,0.001477269,0.03800483,0.001158171,0.02160206,9.661626E-05,0.03511763,0.0001975322,0.02403348,0.06979498,0.001909388,0.002381132,0.0002211315,0.001651541,3.928693E-05,0.001257791,0.0004813751,0.0001942743,0.01555666,0.000311204,0.002689845,0.0006093993,4.214105E-06,2.479441E-05,0.001639119,0.0563755,0.01160245,0.363307,0.002255526,0.01325731,0.0009902855,0.01419218,0.009115583,8.721965,0.000126577,0.02108072,0.1253336,1.687181,0.116919,0.0001813079,0.0002645717,0.01090171,0.1305359,0.385757,0.09863886,0.03660545,0.04562367,0.04407015,0.02657619,0.0001635336,2.165786,0.005887271,0.003445173,0.03288792,0.07366335,19.9058,1.38048,4.175925,5.397725,7.433361,7.782626,5.753148,13.05568
364,0.02431766,0.001077298,0.001358009,0.03487774,0.03003136,0.1816611,0.009365952,0.002250026,0.05277078,0.002145161,0.0175449,0.003242361,0.000232347,0.02167436,0.008514853,0.000812777,0.00151343,0.03936585,0.001165755,0.02231427,9.381623E-05,0.03494915,0.0001915594,0.02463732,0.06977027,0.002190211,0.002384069,0.0002565254,0.001723084,3.965942E-05,0.001262611,0.0004922226,0.0001951333,0.01638054,0.0003275423,0.002718331,0.0006482437,4.21629E-06,2.501755E-05,0.001661877,0.0568615,0.01248432,0.3636425,0.002259394,0.01325747,0.00101014,0.01441011,0.00926925,8.799201,0.000125791,0.02113703,0.1245723,1.667593,0.116337,0.0001820149,0.0002761076,0.01076223,0.1257984,0.3523967,0.08667017,0.03533534,0.0422787,0.04593551,0.0269938,0.0001664173,2.068986,0.005819411,0.003878265,0.0340444,0.07242137,18.96617,1.363626,3.395963,4.811048,9.636858,9.893011,8.676673,14.15609
365,0.0243003,0.001077588,0.001358485,0.03489987,0.03002624,0.181327,0.009365173,0.002253639,0.05278016,0.002151756,0.0175845,0.003252377,0.0002334076,0.02179267,0.008423626,0.0008148057,0.001548564,0.03944799,0.001172982,0.02334108,9.596894E-05,0.03544383,0.0001906211,0.02543269,0.06971413,0.002464288,0.002420581,0.0002825445,0.001827766,4.004872E-05,0.001267372,0.0005036751,0.0001959762,0.01810429,0.0003182494,0.002934356,0.0007169837,4.200877E-06,2.524755E-05,0.001684888,0.05738476,0.01203183,0.3646148,0.002269904,0.01327106,0.001029746,0.01457056,0.009448678,8.715207,0.0001257684,0.02118317,0.1239551,1.657493,0.1158468,0.00018254,0.0002772535,0.01064808,0.1363625,0.3305859,0.07743897,0.03591915,0.04060332,0.0447092,0.02657729,0.0001683609,1.945681,0.00725696,0.00443437,0.03321391,0.07104147,18.38392,1.370227,3.271887,4.750192,12.2085,9.473732,11.98572,19.06395
366,0.02428524,0.001078027,0.001358358,0.03490824,0.03002749,0.1811407,0.009365422,0.00225893,0.05279864,0.002158659,0.01766482,0.003264309,0.0002351616,0.02190617,0.008204928,0.0008138258,0.001556069,0.03842875,0.001181773,0.0229762,9.71066E-05,0.03619178,0.0001910443,0.02598278,0.06971426,0.002424441,0.002453074,0.0003009015,0.001875619,4.009044E-05,0.001273621,0.0005016212,0.0001968186,0.01794556,0.0002969526,0.00299797,0.0007732193,4.180471E-06,2.535611E-05,0.001700984,0.05777565,0.01107903,0.367636,0.002276768,0.0132972,0.001041279,0.01499899,0.009551251,8.587831,0.0001264555,0.02125753,0.1240192,1.665515,0.1138122,0.0001818412,0.0002732179,0.0106482,0.1640453,0.3347737,0.07341046,0.03993226,0.04214486,0.04073405,0.02561893,0.0001706063,1.84988,0.008181275,0.004326711,0.02990661,0.07015947,18.06828,1.276894,3.791022,5.282203,14.46824,7.299087,14.53624,24.86322
367,0.02427234,0.001078474,0.00135816,0.03490162,0.0300298,0.180903,0.009363947,0.002263541,0.05281335,0.002165805,0.01772962,0.003274862,0.0002371347,0.02201389,0.007992905,0.0008127923,0.001561871,0.0370964,0.001190599,0.02236512,9.483451E-05,0.03627158,0.0002075427,0.02726111,0.06973384,0.002332186,0.002474572,0.0003118342,0.001895932,4.019712E-05,0.001281258,0.0004949494,0.0001973786,0.01732569,0.0003525654,0.003240867,0.0008916204,4.167448E-06,2.542766E-05,0.001723434,0.0581484,0.01005757,0.3712887,0.002291457,0.0133844,0.001058217,0.0156609,0.009671225,8.442483,0.0001273767,0.02133754,0.1242284,1.686069,0.1117894,0.0001809638,0.0002674,0.01082366,0.2066671,0.3700213,0.07984369,0.04526183,0.04464228,0.03623343,0.02451605,0.0001763047,1.788215,0.00923335,0.004160392,0.02576804,0.07009829,18.04359,1.156888,4.857876,6.217981,16.69669,4.97253,16.72779,29.38445
368,0.02426172,0.001079206,0.001358513,0.0348832,0.03003475,0.1807852,0.009363603,0.002268433,0.05283679,0.002173796,0.01782062,0.003287863,0.0002392857,0.02213164,0.007696132,0.0008090863,0.001546481,0.03572965,0.00119967,0.02143488,9.463633E-05,0.03606356,0.0002189709,0.0279492,0.06979614,0.00223147,0.002478234,0.0003178451,0.001900307,4.02921E-05,0.00129003,0.000486716,0.0001976451,0.01655875,0.0003721926,0.003232587,0.0008780986,4.171729E-06,2.534773E-05,0.001740557,0.05827454,0.009118435,0.3754172,0.002292168,0.01347773,0.001067198,0.01618522,0.009725376,8.297728,0.0001282053,0.0214311,0.124726,1.71908,0.1097586,0.0001796823,0.0002613909,0.01114653,0.2453942,0.4184331,0.09507903,0.05193065,0.04880304,0.03212458,0.02340519,0.0001800761,1.777598,0.009895417,0.003986473,0.02244908,0.07113101,18.32124,1.056562,6.488041,7.361098,17.04293,3.552222,15.33357,33.2265
369,0.02425236,0.001080102,0.001360348,0.03486011,0.0300366,0.1806431,0.009364404,0.002273186,0.05286778,0.002181735,0.0179021,0.003298124,0.0002413401,0.02224573,0.007584984,0.0008089716,0.001551019,0.03438097,0.001208595,0.02152685,9.459674E-05,0.03598765,0.0002301527,0.0285423,0.06982847,0.002222347,0.002475877,0.0003238406,0.001904804,4.063666E-05,0.001301388,0.0004785952,0.0001976983,0.01652044,0.000417959,0.00320935,0.001018129,4.20057E-06,2.527647E-05,0.001756067,0.05829464,0.00828325,0.3794497,0.002289956,0.01358412,0.001078299,0.01673236,0.009798067,8.140472,0.0001292006,0.02151285,0.1252684,1.75356,0.1098736,0.0001796526,0.0002549601,0.01156111,0.2644047,0.4572918,0.1177628,0.05744044,0.05373364,0.02850494,0.02232358,0.0001863771,1.826636,0.01200431,0.004894127,0.01958961,0.07326112,18.79367,0.9996827,8.127849,8.290561,16.88898,2.919141,13.73025,32.30008
370,0.02424011,0.001081441,0.001364212,0.03483098,0.03002908,0.180527,0.009369846,0.002278945,0.05291836,0.002190066,0.01797877,0.003308077,0.0002427339,0.02236995,0.007532492,0.0008120631,0.001579213,0.03504358,0.001217575,0.02239338,9.63299E-05,0.03541956,0.0002212926,0.02799518,0.06978724,0.002514711,0.002504535,0.0003232624,0.001990965,4.120127E-05,0.001311156,0.0004886063,0.0001975419,0.01772465,0.0003482786,0.002861548,0.000984797,4.253204E-06,2.517364E-05,0.001755196,0.05766918,0.008822848,0.3821798,0.002268546,0.01363013,0.001069093,0.01663946,0.009694962,8.162689,0.0001304218,0.02157853,0.125945,1.784593,0.1124256,0.000182525,0.0002502568,0.01147889,0.2626896,0.4799739,0.1399749,0.06070334,0.05723652,0.03044084,0.02340168,0.0001872282,1.894389,0.01476682,0.006981024,0.02881649,0.07564478,19.92775,1.267528,9.25489,8.520403,15.78431,2.631648,11.56047,30.11264
371,0.0242294,0.001083344,0.001369655,0.03480995,0.03001826,0.1804169,0.009378028,0.002285985,0.0529833,0.002198608,0.01804228,0.00331992,0.0002438893,0.02249893,0.007504514,0.0008163656,0.001615329,0.03667363,0.001227305,0.02338771,9.476851E-05,0.0351886,0.0002166485,0.02787098,0.06973909,0.002758322,0.002543055,0.000319164,0.002079906,4.180848E-05,0.001322841,0.0005083745,0.0001974825,0.01899949,0.000328198,0.002730613,0.0009754669,4.326269E-06,2.513724E-05,0.001744986,0.05702718,0.009928522,0.3832609,0.002241205,0.01363349,0.001060509,0.01673046,0.009567454,8.275149,0.0001317785,0.021637,0.1266009,1.808898,0.1161603,0.0001865837,0.0002648309,0.01155507,0.2495958,0.4814627,0.1563492,0.06130894,0.0595313,0.03458361,0.02533798,0.0001870181,1.99844,0.01539377,0.008440106,0.03997428,0.07791893,20.92698,1.589818,9.533024,8.256968,12.82643,2.574849,8.286968,26.58528
372,0.02422381,0.001085821,0.001376013,0.03480872,0.03001096,0.1803909,0.009388293,0.002294426,0.05306157,0.002206932,0.01811474,0.003335814,0.0002450385,0.02263116,0.007487901,0.0008211938,0.001653519,0.03709568,0.001238213,0.0229666,9.138883E-05,0.03475052,0.0002146391,0.0278651,0.06976555,0.002559854,0.002549402,0.0003110831,0.002045961,4.263792E-05,0.001335621,0.0005118858,0.0001978689,0.01833219,0.0003270606,0.002660678,0.0009819976,4.409315E-06,2.512333E-05,0.001728139,0.05658004,0.01057799,0.383767,0.002220976,0.01361773,0.001061182,0.01691728,0.009457462,8.317842,0.0001329104,0.02170251,0.1274124,1.826542,0.1174428,0.0001908018,0.000287068,0.0118129,0.2232287,0.4671479,0.1623713,0.05824858,0.05805193,0.03612097,0.02590189,0.0001881224,2.165472,0.01329339,0.007786193,0.04325771,0.0801951,21.94596,1.665162,8.659125,7.763744,9.303347,2.93772,5.290059,20.81283
373,0.02422408,0.001088781,0.001382564,0.03483292,0.03000855,0.180388,0.009399249,0.002299535,0.05313652,0.002215666,0.01811093,0.003352012,0.0002435036,0.02269884,0.007363225,0.0008198589,0.001670033,0.03676307,0.001243284,0.02191162,8.835504E-05,0.03455546,0.0002046702,0.02774473,0.06985486,0.002255637,0.00250404,0.0002967886,0.001948345,4.369215E-05,0.001346749,0.0005067584,0.0001985858,0.01692713,0.0003310768,0.002614665,0.0009827958,4.48188E-06,2.51086E-05,0.001706644,0.05631571,0.01077923,0.3842453,0.002201295,0.01358392,0.001063679,0.01715434,0.009400143,8.296477,0.0001332177,0.0217111,0.1280257,1.830842,0.1167475,0.0001944743,0.0003102376,0.01214177,0.1990212,0.4309213,0.1548062,0.05247381,0.05568618,0.03532148,0.02564209,0.0001881498,2.33029,0.01068282,0.006171094,0.04013726,0.08152423,22.59822,1.560657,6.888285,7.027774,7.167994,3.907757,3.972153,14.72207
374,0.02422439,0.001092113,0.001388582,0.03487569,0.0300076,0.1802803,0.009409627,0.002302415,0.05320613,0.002224602,0.01806881,0.00336766,0.0002412612,0.02274198,0.007218856,0.0008159945,0.001679316,0.03644041,0.001244844,0.0210519,8.60431E-05,0.03440102,0.0001962917,0.02738727,0.06994417,0.002019296,0.002447199,0.000278796,0.001859252,4.443045E-05,0.001356386,0.000499814,0.0001994896,0.01561572,0.0003242787,0.002469614,0.0009768505,4.530443E-06,2.513261E-05,0.001688084,0.05632216,0.01140152,0.3847466,0.00218989,0.01353533,0.001070456,0.01736393,0.009429839,8.346331,0.0001326093,0.02169107,0.1280296,1.818479,0.1157995,0.0001972084,0.0003315112,0.01232882,0.178997,0.3876817,0.1387252,0.04573517,0.05196586,0.03484831,0.02535818,0.0001880518,2.40446,0.008410665,0.004853643,0.03652696,0.08144853,22.38401,1.430854,5.037254,6.048186,6.222128,5.219213,3.538848,11.29121
375,0.02421971,0.001095566,0.00139351,0.0349266,0.03000529,0.1799978,0.009418568,0.002303454,0.05326635,0.002233615,0.01799057,0.003378655,0.0002388166,0.02277357,0.007081629,0.0008115988,0.001685989,0.03769618,0.001243728,0.02161951,8.114765E-05,0.03396865,0.0001799963,0.0271374,0.06994148,0.002212455,0.002435338,0.0002975229,0.001882899,4.507423E-05,0.001363916,0.0005049334,0.0002004079,0.01615386,0.0003220291,0.002383925,0.0009777746,4.54739E-06,2.518771E-05,0.001674488,0.05649785,0.01223691,0.3850596,0.0021858,0.0134821,0.001079185,0.01734163,0.009534816,8.443414,0.0001327424,0.02164008,0.1273789,1.789874,0.1159476,0.0001989181,0.0003497315,0.01226688,0.1674148,0.3413226,0.1193418,0.03924194,0.04760054,0.03636972,0.02562269,0.0001881072,2.33632,0.007124527,0.004389498,0.03532825,0.07974402,21.41849,1.382896,3.605247,5.047724,7.313631,6.654657,4.849382,10.08163
376,0.02420887,0.001098816,0.001396858,0.03497077,0.02999998,0.1796566,0.009426635,0.002304388,0.05332042,0.002242625,0.01791065,0.003387099,0.0002363646,0.02280275,0.006948987,0.0008072562,0.001691654,0.03927303,0.001241893,0.02265544,7.708836E-05,0.03360017,0.0001624512,0.02681263,0.06987235,0.002507659,0.002455626,0.0003108326,0.001985499,4.554637E-05,0.001368291,0.0005212235,0.0002012079,0.01753971,0.0003055888,0.002312088,0.0009853174,4.534778E-06,2.529998E-05,0.001662131,0.05659224,0.01274356,0.3854094,0.002181221,0.01341631,0.001086702,0.01701261,0.009654732,8.499057,0.0001330321,0.02157576,0.1265031,1.756725,0.1159759,0.0001997229,0.0003635517,0.01199701,0.1674375,0.3064938,0.101722,0.03513452,0.04400766,0.03819794,0.02589731,0.0001867103,2.183664,0.007334852,0.004233887,0.03463792,0.07705895,20.43732,1.36955,2.835485,4.352675,10.03948,7.760373,8.374038,12.05619
377,0.02419247,0.001101601,0.001398523,0.03499744,0.02999331,0.1792993,0.009433494,0.002305727,0.05336829,0.002251585,0.01783685,0.003394337,0.000234017,0.02283369,0.006826057,0.0008033116,0.001696598,0.04019371,0.001240559,0.02375094,7.213658E-05,0.03323548,0.0001562692,0.02711421,0.06977288,0.002740867,0.002492082,0.0003174863,0.002088192,4.625598E-05,0.001369933,0.0005359285,0.0002017959,0.01928191,0.0002889349,0.002394693,0.0009985705,4.503371E-06,2.543522E-05,0.001649574,0.05660583,0.01247933,0.3864485,0.002180391,0.01336403,0.001090974,0.0164858,0.0097375,8.4593,0.0001333626,0.0215096,0.1257315,1.7335,0.1156865,0.0001998491,0.0003668276,0.01166099,0.1884034,0.2999593,0.08737358,0.03504673,0.04266318,0.03932366,0.02587689,0.0001854231,2.004712,0.008161184,0.004517938,0.0345829,0.0741122,19.92625,1.406198,2.751719,4.229774,12.59692,7.769924,12.10262,17.82794
378,0.02417777,0.001103914,0.001398792,0.03500659,0.02999208,0.1791003,0.009440325,0.002308735,0.05341844,0.002260168,0.01781397,0.00340219,0.0002323572,0.02286826,0.006693326,0.0007983692,0.001692296,0.03934706,0.00124127,0.02391484,6.76487E-05,0.03301449,0.000150616,0.0271065,0.0697157,0.002707285,0.002518518,0.0003228049,0.00212491,4.651818E-05,0.001373833,0.0005342785,0.0002024047,0.01910898,0.0002844846,0.002333708,0.0009978446,4.469192E-06,2.541437E-05,0.001631527,0.05648728,0.01146568,0.3894592,0.002177427,0.01333644,0.001091049,0.01632309,0.009742432,8.343745,0.000133649,0.0214761,0.1256644,1.730692,0.1143942,0.0001989626,0.0003618418,0.01147628,0.2320857,0.3065984,0.07768652,0.0371586,0.04338739,0.03663571,0.02508876,0.0001835821,1.876955,0.009026111,0.004561412,0.03116258,0.07185521,19.71692,1.330461,3.285003,4.797152,15.44101,6.143159,15.94528,24.33241
379,0.02416527,0.001105861,0.001398302,0.03499748,0.02999474,0.1790328,0.009447868,0.002312214,0.05347205,0.002268968,0.01782377,0.003412082,0.0002311697,0.02289255,0.006468746,0.0007900614,0.001656647,0.03798039,0.001242657,0.02328311,6.292331E-05,0.03226825,0.0001398876,0.02661505,0.06971093,0.002550449,0.002525184,0.0003229232,0.002113716,4.683506E-05,0.001377836,0.000526485,0.0002027609,0.01811421,0.0002546928,0.002439293,0.0009958601,4.445549E-06,2.533071E-05,0.001613183,0.05602432,0.01033064,0.3935065,0.002173968,0.01332694,0.001091829,0.01631411,0.00965941,8.209678,0.0001340293,0.02146683,0.1262205,1.750273,0.1124421,0.0001975051,0.0003545216,0.01150235,0.2943725,0.3358159,0.07321983,0.04074225,0.04542958,0.03315951,0.02408003,0.0001819372,1.801873,0.009659985,0.004513076,0.02725705,0.07067907,19.81183,1.22137,4.505029,5.908804,17.19534,4.246922,17.06195,30.88377
380,0.02415444,0.001107605,0.001397944,0.03497677,0.02999989,0.1790838,0.009456929,0.002315644,0.05353387,0.002278665,0.01786179,0.003424507,0.0002302292,0.02292344,0.006163257,0.0007785783,0.001597844,0.03651537,0.001244212,0.0221919,6.164174E-05,0.03145376,0.0001379575,0.02591603,0.06976,0.002407674,0.002519986,0.0003210783,0.002091847,4.718123E-05,0.001384541,0.0005166676,0.0002028542,0.0170179,0.000216727,0.002314295,0.001018113,4.445175E-06,2.513378E-05,0.001593507,0.05511762,0.009285394,0.3981519,0.002153509,0.01332363,0.001086474,0.01600371,0.009482944,8.074796,0.0001343514,0.02148078,0.1272483,1.787847,0.1103553,0.0001957826,0.0003469743,0.01153302,0.341729,0.3924246,0.07771207,0.04410388,0.04661892,0.02971345,0.023034,0.0001814659,1.789493,0.009956584,0.004436293,0.02412458,0.07092297,20.23022,1.129351,6.272781,7.194218,17.45144,3.074951,15.59198,33.91363
381,0.02414429,0.00110901,0.001398755,0.03495283,0.03000103,0.179102,0.009466989,0.002318435,0.05360254,0.002288165,0.01789261,0.003432791,0.000229198,0.02295398,0.0060846,0.0007729508,0.001578776,0.03507894,0.001245588,0.02247491,6.324412E-05,0.03145551,0.0001481695,0.0254172,0.06976483,0.00245171,0.00252729,0.0003207291,0.002092089,4.778702E-05,0.001394831,0.0005075436,0.0002027076,0.01764989,0.0001957647,0.002180771,0.0009605446,4.47515E-06,2.506108E-05,0.001577943,0.05425337,0.008455982,0.4025125,0.002130025,0.01334679,0.001078773,0.01571749,0.009335789,7.922122,0.0001347162,0.02148319,0.1282254,1.828395,0.1114729,0.0001953845,0.000338577,0.01151837,0.3522474,0.4678618,0.09077332,0.04852109,0.05046762,0.02713807,0.02201556,0.0001798926,1.831113,0.01198996,0.006150964,0.02348821,0.0723652,20.99215,1.201745,8.042815,8.157087,16.65439,2.500565,13.25111,32.70565
382,0.02413137,0.001110502,0.001401381,0.03492573,0.02999366,0.179023,0.009479986,0.002321203,0.0536835,0.002298153,0.01788407,0.003440674,0.0002276805,0.02299209,0.006038404,0.0007704663,0.001584057,0.03566395,0.001247307,0.02328859,6.396625E-05,0.03141397,0.0001442553,0.02460342,0.06971015,0.002698866,0.00255745,0.0003158574,0.002172902,4.848768E-05,0.001405068,0.0005164522,0.000202498,0.0189835,0.0001694631,0.002065448,0.0009018818,4.533468E-06,2.506467E-05,0.001559128,0.05322095,0.00899975,0.4056761,0.002101193,0.01334818,0.001063245,0.01517627,0.009151936,7.96884,0.0001351775,0.02146662,0.129146,1.862147,0.1147184,0.0001967038,0.0003310139,0.01133597,0.3308095,0.520931,0.1041813,0.05023981,0.05316877,0.02965753,0.02318936,0.0001762533,1.902079,0.01454259,0.007972724,0.03293489,0.07417879,22.21622,1.532883,9.076566,8.330009,14.69173,2.210283,10.52499,29.37646
